id,area,date,start_time,end_time,duration_minutes,reason,voltage_level,reported_by,is_planned
286,Habsiguda,2024-01-19,14:30,15:38,68,Network Expansion,11kV,Telangana DISCOM App,1
287,Shamshabad,2024-02-25,03:30,06:46,196,Line Fault,11kV,Consumer Call,0
288,Moula Ali,2023-07-26,10:15,13:47,212,Equipment Upgrade,11kV,TSECL Website,1
289,Bowenpally,2024-01-18,20:00,21:17,77,Load Shedding,33kV,Telangana DISCOM App,0
290,Bolarum,2023-07-15,08:30,09:29,59,Grid Overload,11kV,Telangana DISCOM App,0
291,Golconda,2024-03-07,15:15,19:32,257,Equipment Upgrade,33kV,Telangana DISCOM App,1
292,Zahirabad,2024-02-03,07:30,09:47,137,Transformer Failure,33kV,Consumer Call,0
293,Bowenpally,2023-12-15,15:30,22:29,419,Network Expansion,11kV,Consumer Call,1
294,Miyapur,2024-04-19,13:15,19:13,358,Scheduled Maintenance,11kV,TSECL Website,1
295,Rajendra Nagar,2024-04-18,13:45,16:35,170,Load Shedding,33kV,Social Media,0
296,Gachibowli,2023-07-09,17:45,18:20,35,Scheduled Maintenance,11kV,TSECL Website,1
297,Shamshabad,2023-12-31,09:45,13:03,198,Transformer Failure,11kV,Consumer Call,0
298,Secunderabad,2023-12-19,19:45,02:12,387,Scheduled Maintenance,11kV,Consumer Call,1
299,Punjagutta,2023-09-28,11:00,18:38,458,Network Expansion,33kV,Consumer Call,1
300,Kondapur,2024-04-23,08:00,12:33,273,Equipment Upgrade,11kV,Social Media,1
301,Raidurg,2023-07-10,12:15,15:42,207,Load Shedding,33kV,Telangana DISCOM App,0
302,Rajendra Nagar,2024-04-11,14:45,15:09,24,Line Fault,11kV,TSECL Website,0
303,Nampally,2024-02-05,08:00,11:21,201,Network Expansion,11kV,Telangana DISCOM App,1
304,Nampally,2023-12-05,04:15,07:48,213,Load Shedding,11kV,Telangana DISCOM App,0
305,Miyapur,2023-11-13,01:45,04:50,185,Load Shedding,11kV,Social Media,0
306,Hitech City,2023-11-25,13:15,20:05,410,Equipment Upgrade,11kV,Consumer Call,1
307,Chandanagar,2023-12-19,12:15,18:29,374,Equipment Upgrade,11kV,Consumer Call,1
308,Begumpet,2024-02-18,04:45,08:47,242,Weather Damage,11kV,Social Media,0
309,Lingampally,2024-05-18,10:45,18:07,442,Scheduled Maintenance,11kV,Consumer Call,1
310,Kondapur,2023-07-05,16:45,21:57,312,Equipment Upgrade,33kV,Telangana DISCOM App,1
311,Malkajgiri,2023-12-26,23:00,04:01,301,Transformer Failure,11kV,Telangana DISCOM App,0
312,Patancheru,2024-05-18,12:00,14:20,140,Equipment Upgrade,11kV,Telangana DISCOM App,1
313,Hitech City,2024-06-12,09:00,10:48,108,Network Expansion,11kV,Telangana DISCOM App,1
314,Uppal,2023-09-27,17:45,23:05,320,Line Fault,132kV,Consumer Call,0
315,Madhapur,2023-07-13,08:30,08:47,17,Weather Damage,11kV,Consumer Call,0
316,Quthbullapur,2024-04-08,22:45,03:40,295,Grid Overload,33kV,Consumer Call,0
317,Yapral,2023-11-02,19:15,19:38,23,Load Shedding,11kV,Telangana DISCOM App,0
318,Bowenpally,2023-10-17,13:45,17:59,254,Grid Overload,33kV,TSECL Website,0
319,Patancheru,2023-08-17,19:00,20:03,63,Equipment Upgrade,11kV,TSECL Website,1
320,Abids,2023-11-21,10:15,17:39,444,Scheduled Maintenance,11kV,Telangana DISCOM App,1
321,Bowenpally,2023-11-28,09:15,15:53,398,Equipment Upgrade,11kV,Consumer Call,1
322,Gachibowli,2024-01-10,17:45,23:10,325,Equipment Upgrade,11kV,Telangana DISCOM App,1
323,Zahirabad,2024-01-12,15:45,22:12,387,Network Expansion,11kV,Telangana DISCOM App,1
324,KPHB,2024-01-13,16:15,22:05,350,Scheduled Maintenance,33kV,Consumer Call,1
325,Kukatpally,2024-01-24,22:30,01:34,184,Load Shedding,33kV,Consumer Call,0
326,Punjagutta,2023-07-13,12:45,15:43,178,Equipment Upgrade,33kV,TSECL Website,1
327,Nallagandla,2024-03-24,08:30,11:57,207,Equipment Upgrade,33kV,TSECL Website,1
328,Tarnaka,2024-03-08,09:45,16:57,432,Equipment Upgrade,132kV,Telangana DISCOM App,1
329,Manikonda,2024-01-15,17:00,18:56,116,Network Expansion,132kV,TSECL Website,1
330,Abids,2024-04-09,15:15,20:10,295,Scheduled Maintenance,11kV,Consumer Call,1
331,Habsiguda,2024-03-07,08:45,16:20,455,Equipment Upgrade,132kV,TSECL Website,1
332,Serilingampally,2024-03-22,19:00,21:06,126,Scheduled Maintenance,11kV,Consumer Call,1
333,Raidurg,2023-10-26,15:15,16:17,62,Equipment Upgrade,11kV,TSECL Website,1
334,As Rao Nagar,2023-09-08,07:15,09:39,144,Load Shedding,11kV,Telangana DISCOM App,0
335,Hitech City,2024-03-18,21:00,02:47,347,Transformer Failure,11kV,Telangana DISCOM App,0
336,Patancheru,2023-12-10,09:45,15:24,339,Equipment Upgrade,11kV,Telangana DISCOM App,1
337,Manikonda,2024-03-22,19:15,00:24,309,Equipment Upgrade,11kV,Telangana DISCOM App,1
338,Shamirpet,2023-09-30,16:15,21:15,300,Equipment Upgrade,11kV,Telangana DISCOM App,1
339,Patancheru,2024-04-24,00:45,06:33,348,Load Shedding,11kV,TSECL Website,0
340,Uppal,2023-08-06,17:45,20:01,136,Equipment Upgrade,11kV,Social Media,1
341,Vanasthalipuram,2024-02-25,10:00,15:33,333,Transformer Failure,11kV,Telangana DISCOM App,0
342,Alwal,2023-07-29,11:15,16:17,302,Network Expansion,11kV,Telangana DISCOM App,1
343,KPHB,2023-07-04,05:15,09:15,240,Weather Damage,11kV,TSECL Website,0
344,Habsiguda,2024-02-07,15:45,20:48,303,Network Expansion,11kV,Telangana DISCOM App,1
345,Chandanagar,2024-05-21,19:15,23:20,245,Weather Damage,132kV,Telangana DISCOM App,0
346,Hitech City,2023-12-30,10:00,15:20,320,Scheduled Maintenance,11kV,TSECL Website,1
347,As Rao Nagar,2024-04-23,09:45,17:40,475,Equipment Upgrade,33kV,Consumer Call,1
348,Gandipet,2023-07-21,09:00,14:31,331,Equipment Upgrade,11kV,TSECL Website,1
349,Lingampally,2023-11-03,08:30,11:08,158,Line Fault,33kV,Consumer Call,0
350,Begumpet,2023-08-27,03:00,06:37,217,Line Fault,11kV,TSECL Website,0
351,KPHB,2023-12-16,20:30,21:50,80,Weather Damage,132kV,Telangana DISCOM App,0
352,Lingampally,2023-12-15,09:45,15:14,329,Network Expansion,33kV,Consumer Call,1
353,Tolichowki,2023-07-16,18:00,19:03,63,Network Expansion,11kV,Telangana DISCOM App,1
354,Moula Ali,2024-03-28,19:30,22:34,184,Network Expansion,11kV,TSECL Website,1
355,Miyapur,2024-02-15,14:15,19:14,299,Network Expansion,11kV,Social Media,1
356,Shamirpet,2023-12-10,14:00,21:00,420,Network Expansion,11kV,Consumer Call,1
357,KPHB,2023-07-29,15:45,16:41,56,Network Expansion,11kV,Telangana DISCOM App,1
358,Vidyanagar,2024-03-04,07:45,10:22,157,Grid Overload,132kV,Telangana DISCOM App,0
359,Abids,2024-02-07,18:00,00:22,382,Network Expansion,11kV,Telangana DISCOM App,1
360,Kothapet,2023-08-24,06:00,10:11,251,Grid Overload,11kV,TSECL Website,0
361,Nallagandla,2024-03-07,08:15,11:18,183,Equipment Upgrade,11kV,Telangana DISCOM App,1
362,Khairatabad,2023-10-27,19:00,01:23,383,Equipment Upgrade,33kV,Consumer Call,1
363,Hitech City,2024-03-01,13:15,20:07,412,Network Expansion,11kV,Telangana DISCOM App,1
364,Kukatpally,2023-11-27,16:30,22:54,384,Scheduled Maintenance,33kV,Telangana DISCOM App,1
365,Shamirpet,2024-04-27,08:30,15:43,433,Equipment Upgrade,11kV,TSECL Website,1
366,Jubilee Hills,2023-11-16,08:30,09:27,57,Transformer Failure,33kV,TSECL Website,0
367,Boduppal,2023-08-06,08:45,12:04,199,Equipment Upgrade,33kV,TSECL Website,1
368,Rajendra Nagar,2024-05-14,09:45,12:02,137,Equipment Upgrade,11kV,TSECL Website,1
369,Shamirpet,2023-08-11,17:30,18:12,42,Weather Damage,11kV,Social Media,0
370,Tolichowki,2023-10-29,10:15,13:14,179,Line Fault,11kV,Consumer Call,0
371,Tarnaka,2024-06-21,13:30,17:21,231,Network Expansion,11kV,Consumer Call,1
372,Rajendra Nagar,2023-07-25,09:45,17:16,451,Equipment Upgrade,11kV,TSECL Website,1
373,Chandanagar,2024-04-13,12:00,17:57,357,Grid Overload,11kV,Telangana DISCOM App,0
374,Lingampally,2023-07-17,18:00,19:04,64,Equipment Upgrade,33kV,Telangana DISCOM App,1
375,Banjara Hills,2024-02-21,11:45,15:38,233,Network Expansion,11kV,Telangana DISCOM App,1
376,Manikonda,2023-08-20,17:15,20:01,166,Transformer Failure,132kV,Telangana DISCOM App,0
377,Lingampally,2024-02-23,12:30,19:52,442,Equipment Upgrade,11kV,TSECL Website,1
378,Nampally,2024-06-30,01:15,02:50,95,Grid Overload,11kV,Telangana DISCOM App,0
379,Shamshabad,2023-07-23,09:00,15:57,417,Network Expansion,11kV,TSECL Website,1
380,Khairatabad,2023-11-23,09:00,09:16,16,Transformer Failure,11kV,Consumer Call,0
381,Hitech City,2023-12-23,14:00,16:51,171,Network Expansion,11kV,Consumer Call,1
382,Malkajgiri,2024-05-05,10:30,16:42,372,Network Expansion,11kV,Telangana DISCOM App,1
383,Hitech City,2023-09-04,19:00,20:31,91,Grid Overload,11kV,Consumer Call,0
384,Banjara Hills,2023-07-08,15:15,20:45,330,Scheduled Maintenance,33kV,Telangana DISCOM App,1
385,Nampally,2023-09-26,17:45,18:19,34,Equipment Upgrade,11kV,Consumer Call,1
386,Kukatpally,2023-11-26,12:30,18:38,368,Network Expansion,11kV,Consumer Call,1
387,Manikonda,2023-08-24,23:00,03:33,273,Weather Damage,11kV,Social Media,0
388,Tolichowki,2024-02-16,18:00,01:04,424,Equipment Upgrade,11kV,Social Media,1
389,Patancheru,2024-04-21,00:15,06:10,355,Weather Damage,11kV,Social Media,0
390,Chandanagar,2024-01-31,11:30,12:57,87,Grid Overload,11kV,TSECL Website,0
391,Raidurg,2023-10-23,11:45,14:33,168,Line Fault,33kV,Telangana DISCOM App,0
392,Ameerpet,2024-05-31,16:00,19:24,204,Equipment Upgrade,11kV,Consumer Call,1
393,Banjara Hills,2023-07-30,18:30,00:34,364,Scheduled Maintenance,33kV,Consumer Call,1
394,LB Nagar,2023-08-02,10:00,11:22,82,Equipment Upgrade,11kV,Telangana DISCOM App,1
395,Malkajgiri,2024-02-16,11:00,13:21,141,Scheduled Maintenance,132kV,Telangana DISCOM App,1
396,Vidyanagar,2024-03-27,17:15,20:04,169,Network Expansion,11kV,TSECL Website,1
397,Kothapet,2023-08-23,03:45,08:27,282,Load Shedding,11kV,Telangana DISCOM App,0
398,Vanasthalipuram,2024-06-17,11:15,12:32,77,Network Expansion,11kV,Consumer Call,1
399,Nampally,2023-08-14,18:30,22:04,214,Scheduled Maintenance,33kV,Consumer Call,1
400,Begumpet,2023-11-11,05:15,10:27,312,Grid Overload,33kV,Social Media,0
401,Boduppal,2023-12-15,12:15,15:06,171,Line Fault,33kV,Telangana DISCOM App,0
402,Habsiguda,2023-10-16,11:15,12:27,72,Load Shedding,11kV,Telangana DISCOM App,0
403,Khairatabad,2023-11-30,11:45,15:18,213,Transformer Failure,11kV,TSECL Website,0
404,Khairatabad,2023-09-07,12:30,13:58,88,Scheduled Maintenance,33kV,TSECL Website,1
405,Alwal,2024-05-29,14:30,17:32,182,Network Expansion,11kV,Telangana DISCOM App,1
406,Ameerpet,2023-08-16,15:45,23:14,449,Scheduled Maintenance,11kV,TSECL Website,1
407,Nallagandla,2023-08-06,13:15,17:04,229,Equipment Upgrade,33kV,TSECL Website,1
408,Habsiguda,2023-07-07,16:00,18:43,163,Grid Overload,11kV,TSECL Website,0
409,Quthbullapur,2023-12-15,11:45,14:56,191,Transformer Failure,11kV,Telangana DISCOM App,0
410,Abids,2024-02-28,14:45,19:27,282,Grid Overload,33kV,Consumer Call,0
411,Jubilee Hills,2023-10-16,15:45,16:12,27,Load Shedding,11kV,Telangana DISCOM App,0
412,Jubilee Hills,2023-12-10,21:15,01:21,246,Line Fault,11kV,Telangana DISCOM App,0
413,LB Nagar,2023-12-21,17:30,23:19,349,Scheduled Maintenance,33kV,TSECL Website,1
414,Dilsukhnagar,2024-02-11,18:30,22:57,267,Load Shedding,11kV,Telangana DISCOM App,0
415,Serilingampally,2024-04-17,08:00,11:05,185,Grid Overload,11kV,Social Media,0
416,Kothapet,2024-03-30,17:15,00:02,407,Network Expansion,33kV,Consumer Call,1
417,Ameerpet,2024-04-30,18:30,23:52,322,Network Expansion,11kV,TSECL Website,1
418,Gachibowli,2023-08-08,18:45,21:21,156,Equipment Upgrade,132kV,Telangana DISCOM App,1
419,LB Nagar,2024-02-23,11:00,14:55,235,Equipment Upgrade,132kV,Telangana DISCOM App,1
420,Vanasthalipuram,2024-04-21,17:00,18:42,102,Grid Overload,11kV,Consumer Call,0
421,Khairatabad,2024-05-04,01:30,07:29,359,Line Fault,11kV,TSECL Website,0
422,Sanath Nagar,2023-08-12,20:30,00:44,254,Grid Overload,11kV,Telangana DISCOM App,0
423,Ameerpet,2024-03-06,16:15,22:23,368,Network Expansion,33kV,Consumer Call,1
424,Hitech City,2023-09-29,17:15,01:12,477,Scheduled Maintenance,33kV,Telangana DISCOM App,1
425,Shamshabad,2024-01-24,15:15,19:40,265,Scheduled Maintenance,11kV,Consumer Call,1
426,Hitech City,2023-10-08,10:00,11:01,61,Equipment Upgrade,11kV,Telangana DISCOM App,1
427,Bolarum,2024-02-05,13:15,16:05,170,Weather Damage,11kV,Consumer Call,0
428,Lingampally,2023-12-08,04:00,09:15,315,Transformer Failure,11kV,TSECL Website,0
429,Dilsukhnagar,2023-08-28,11:45,15:21,216,Equipment Upgrade,11kV,TSECL Website,1
430,Miyapur,2023-09-24,15:15,17:33,138,Grid Overload,132kV,Telangana DISCOM App,0
431,Rajendra Nagar,2023-07-08,01:30,03:57,147,Line Fault,11kV,Telangana DISCOM App,0
432,Miyapur,2024-04-25,16:45,18:21,96,Scheduled Maintenance,33kV,Telangana DISCOM App,1
433,Bowenpally,2024-02-02,03:30,04:09,39,Line Fault,33kV,Social Media,0
434,As Rao Nagar,2023-08-08,11:00,12:42,102,Equipment Upgrade,11kV,Telangana DISCOM App,1
435,Jubilee Hills,2023-07-07,11:00,16:58,358,Weather Damage,11kV,Telangana DISCOM App,0
436,Alwal,2024-01-15,17:30,20:48,198,Equipment Upgrade,132kV,Social Media,1
437,Sanath Nagar,2023-10-29,19:15,20:21,66,Network Expansion,11kV,Consumer Call,1
438,Kukatpally,2024-02-14,15:45,19:52,247,Line Fault,33kV,Social Media,0
439,Ameerpet,2024-01-31,11:45,18:51,426,Scheduled Maintenance,33kV,TSECL Website,1
440,Shamshabad,2023-10-04,14:00,18:30,270,Network Expansion,33kV,TSECL Website,1
441,Lingampally,2023-11-10,06:00,12:00,360,Grid Overload,33kV,Telangana DISCOM App,0
442,KPHB,2023-10-05,15:45,20:27,282,Equipment Upgrade,11kV,TSECL Website,1
443,Kukatpally,2024-01-28,19:15,20:46,91,Network Expansion,33kV,Telangana DISCOM App,1
444,Shamirpet,2023-10-07,12:30,17:20,290,Network Expansion,33kV,Telangana DISCOM App,1
445,Tolichowki,2023-10-28,11:30,13:34,124,Load Shedding,11kV,TSECL Website,0
446,Kukatpally,2023-10-01,13:45,15:32,107,Equipment Upgrade,11kV,TSECL Website,1
447,Madhapur,2023-10-04,11:15,18:12,417,Equipment Upgrade,11kV,TSECL Website,1
448,Boduppal,2023-07-29,19:30,23:42,252,Transformer Failure,33kV,TSECL Website,0
449,Madhapur,2024-06-19,15:00,16:55,115,Weather Damage,11kV,Telangana DISCOM App,0
450,KPHB,2024-02-12,22:00,00:03,123,Transformer Failure,33kV,TSECL Website,0
451,Lingampally,2023-12-06,20:45,22:17,92,Load Shedding,33kV,Telangana DISCOM App,0
452,Patancheru,2024-05-03,16:15,17:44,89,Transformer Failure,11kV,TSECL Website,0
453,LB Nagar,2023-10-09,09:45,10:59,74,Line Fault,11kV,TSECL Website,0
454,Vidyanagar,2024-02-04,19:45,02:26,401,Equipment Upgrade,11kV,Consumer Call,1
455,Rajendra Nagar,2024-05-23,05:15,09:15,240,Load Shedding,11kV,Telangana DISCOM App,0
456,Patancheru,2023-09-16,11:00,13:23,143,Scheduled Maintenance,11kV,Consumer Call,1
457,Moula Ali,2024-02-28,15:45,18:52,187,Scheduled Maintenance,11kV,TSECL Website,1
458,Boduppal,2023-09-15,17:15,00:38,443,Network Expansion,11kV,Telangana DISCOM App,1
459,Manikonda,2023-09-15,09:15,12:07,172,Line Fault,11kV,Telangana DISCOM App,0
460,Yapral,2023-11-08,08:15,08:52,37,Scheduled Maintenance,33kV,Social Media,1
461,Yapral,2024-03-15,12:45,20:08,443,Equipment Upgrade,132kV,TSECL Website,1
462,Zahirabad,2024-01-19,00:30,01:41,71,Line Fault,11kV,Consumer Call,0
463,Kukatpally,2023-12-08,09:30,14:53,323,Equipment Upgrade,11kV,TSECL Website,1
464,Vanasthalipuram,2024-01-07,12:15,15:22,187,Grid Overload,11kV,Telangana DISCOM App,0
465,Khairatabad,2023-08-21,09:15,12:10,175,Equipment Upgrade,33kV,Telangana DISCOM App,1
466,Vanasthalipuram,2024-02-29,10:45,15:02,257,Line Fault,11kV,Social Media,0
467,Rajendra Nagar,2023-09-21,08:45,16:34,469,Equipment Upgrade,11kV,Telangana DISCOM App,1
468,Punjagutta,2024-03-27,10:45,13:55,190,Transformer Failure,33kV,TSECL Website,0
469,KPHB,2023-10-30,18:45,20:48,123,Equipment Upgrade,11kV,Social Media,1
470,Banjara Hills,2024-03-07,05:15,09:55,280,Grid Overload,11kV,Telangana DISCOM App,0
471,As Rao Nagar,2024-06-09,19:30,01:44,374,Scheduled Maintenance,11kV,Consumer Call,1
472,Dilsukhnagar,2023-10-22,09:45,15:20,335,Scheduled Maintenance,11kV,Social Media,1
473,Kondapur,2023-11-15,15:30,17:36,126,Grid Overload,33kV,TSECL Website,0
474,Gandipet,2023-10-19,13:15,15:52,157,Scheduled Maintenance,132kV,Telangana DISCOM App,1
475,Patancheru,2024-01-07,13:00,14:41,101,Scheduled Maintenance,33kV,Consumer Call,1
476,Rajendra Nagar,2023-07-27,18:00,21:11,191,Scheduled Maintenance,11kV,Telangana DISCOM App,1
477,Manikonda,2023-11-14,17:00,19:47,167,Equipment Upgrade,33kV,TSECL Website,1
478,Raidurg,2024-02-10,17:00,22:02,302,Network Expansion,11kV,TSECL Website,1
479,Charminar,2023-07-15,18:15,22:55,280,Equipment Upgrade,132kV,TSECL Website,1
480,Miyapur,2023-07-22,09:00,09:23,23,Load Shedding,33kV,Telangana DISCOM App,0
481,Rajendra Nagar,2023-10-03,10:45,13:48,183,Transformer Failure,33kV,Social Media,0
482,Madhapur,2024-03-05,03:45,09:13,328,Grid Overload,11kV,TSECL Website,0
483,Boduppal,2024-05-25,08:45,10:09,84,Network Expansion,11kV,Telangana DISCOM App,1
484,Charminar,2023-07-13,12:00,13:40,100,Grid Overload,132kV,TSECL Website,0
485,Abids,2023-12-24,18:30,00:14,344,Load Shedding,33kV,Consumer Call,0
486,Chandanagar,2023-10-08,08:15,16:08,473,Network Expansion,11kV,TSECL Website,1
487,Banjara Hills,2023-07-23,17:45,22:23,278,Equipment Upgrade,11kV,Telangana DISCOM App,1
488,Kukatpally,2023-12-06,03:45,07:26,221,Grid Overload,11kV,Consumer Call,0
489,Uppal,2024-01-28,11:30,13:39,129,Scheduled Maintenance,33kV,Telangana DISCOM App,1
490,Vanasthalipuram,2024-02-01,14:15,17:59,224,Scheduled Maintenance,11kV,TSECL Website,1
491,Miyapur,2023-11-17,16:45,19:22,157,Network Expansion,11kV,Consumer Call,1
492,Abids,2023-09-25,10:30,12:50,140,Transformer Failure,11kV,Social Media,0
493,Charminar,2023-07-21,10:30,17:43,433,Equipment Upgrade,132kV,Telangana DISCOM App,1
494,Serilingampally,2023-12-31,17:45,19:55,130,Network Expansion,33kV,Telangana DISCOM App,1
495,As Rao Nagar,2024-02-29,08:15,12:29,254,Scheduled Maintenance,11kV,Telangana DISCOM App,1
496,Kondapur,2023-10-31,08:00,10:06,126,Scheduled Maintenance,33kV,Consumer Call,1
497,Bowenpally,2024-03-27,22:15,01:07,172,Load Shedding,11kV,Consumer Call,0
498,Uppal,2024-05-27,14:45,18:41,236,Weather Damage,33kV,Consumer Call,0
499,Boduppal,2023-09-19,09:30,11:01,91,Line Fault,132kV,Telangana DISCOM App,0
500,Kothapet,2024-03-18,01:00,03:04,124,Grid Overload,33kV,Telangana DISCOM App,0
501,Zahirabad,2023-11-28,18:15,19:55,100,Transformer Failure,11kV,TSECL Website,0
502,Raidurg,2024-05-12,11:45,16:54,309,Equipment Upgrade,33kV,TSECL Website,1
503,Quthbullapur,2023-12-20,16:45,19:20,155,Network Expansion,132kV,TSECL Website,1
504,Shamirpet,2024-06-20,17:15,23:55,400,Network Expansion,33kV,Telangana DISCOM App,1
505,Manikonda,2024-06-23,12:00,14:09,129,Grid Overload,11kV,TSECL Website,0
506,Vanasthalipuram,2024-01-21,08:00,14:14,374,Equipment Upgrade,132kV,Telangana DISCOM App,1
507,LB Nagar,2024-01-26,16:15,23:18,423,Equipment Upgrade,132kV,TSECL Website,1
508,Hitech City,2023-12-09,13:30,17:18,228,Equipment Upgrade,11kV,TSECL Website,1
509,Dilsukhnagar,2024-04-24,08:15,15:01,406,Equipment Upgrade,33kV,TSECL Website,1
510,Habsiguda,2024-04-03,11:30,12:23,53,Grid Overload,33kV,TSECL Website,0
511,Banjara Hills,2024-02-21,13:00,16:29,209,Equipment Upgrade,11kV,Telangana DISCOM App,1
512,Alwal,2024-04-15,12:45,18:33,348,Scheduled Maintenance,33kV,Telangana DISCOM App,1
513,Uppal,2024-04-09,13:00,18:16,316,Equipment Upgrade,33kV,Telangana DISCOM App,1
514,Gandipet,2023-08-24,17:30,20:19,169,Line Fault,33kV,TSECL Website,0
515,Vidyanagar,2024-02-26,11:00,13:21,141,Scheduled Maintenance,132kV,Telangana DISCOM App,1
516,Jubilee Hills,2023-10-23,08:45,15:01,376,Network Expansion,33kV,TSECL Website,1
517,Miyapur,2023-11-09,06:30,10:03,213,Grid Overload,11kV,Telangana DISCOM App,0
518,Rajendra Nagar,2023-12-18,17:45,19:12,87,Network Expansion,11kV,Telangana DISCOM App,1
519,LB Nagar,2023-08-02,10:15,11:49,94,Network Expansion,11kV,Telangana DISCOM App,1
520,Bolarum,2023-12-07,18:45,21:18,153,Network Expansion,132kV,Telangana DISCOM App,1
521,Shamirpet,2023-07-25,16:15,20:36,261,Line Fault,11kV,TSECL Website,0
522,Secunderabad,2024-06-14,10:30,13:22,172,Scheduled Maintenance,132kV,Telangana DISCOM App,1
523,Kukatpally,2024-03-24,09:30,16:20,410,Scheduled Maintenance,11kV,Telangana DISCOM App,1
524,Jubilee Hills,2023-12-10,15:15,22:42,447,Scheduled Maintenance,11kV,TSECL Website,1
525,Tolichowki,2023-10-15,19:30,00:46,316,Scheduled Maintenance,11kV,Telangana DISCOM App,1
526,Gandipet,2023-09-19,14:30,21:39,429,Equipment Upgrade,11kV,TSECL Website,1
527,Sanath Nagar,2024-01-20,17:45,23:31,346,Scheduled Maintenance,11kV,Consumer Call,1
528,Vanasthalipuram,2023-07-01,19:45,01:49,364,Network Expansion,132kV,Consumer Call,1
529,Manikonda,2024-02-16,19:00,00:39,339,Network Expansion,33kV,Telangana DISCOM App,1
530,Chandanagar,2024-05-12,09:45,10:04,19,Grid Overload,132kV,Consumer Call,0
531,Tolichowki,2023-11-17,22:30,03:48,318,Load Shedding,11kV,TSECL Website,0
532,Serilingampally,2024-06-20,12:45,18:13,328,Network Expansion,11kV,Consumer Call,1
533,Banjara Hills,2023-08-22,01:00,05:27,267,Weather Damage,33kV,Telangana DISCOM App,0
534,Charminar,2023-12-19,17:00,17:47,47,Equipment Upgrade,11kV,Telangana DISCOM App,1
535,Golconda,2023-09-18,04:00,08:42,282,Load Shedding,11kV,TSECL Website,0
536,As Rao Nagar,2023-07-02,09:00,12:04,184,Equipment Upgrade,33kV,Consumer Call,1
537,Ameerpet,2024-02-07,14:15,17:14,179,Weather Damage,11kV,TSECL Website,0
